Event_Title,Location,Capacity,Date,Catering,Entertainment,Price
Birthday,Chennai,2287,2025-04-29,No,Yes,170953.66
Meetup,Mumbai,4842,2024-09-15,No,Yes,392442.5
Birthday,Ahmedabad,4704,2025-12-01,Yes,Yes,308457.02
Marriage,Ahmedabad,1936,2025-02-12,No,Yes,171155.08
Marriage,Bhubaneswar,3318,2025-07-20,Yes,Yes,261326.56
Birthday,Chennai,1053,2025-02-17,No,Yes,97489.63
Corporate,Ahmedabad,969,2025-03-03,No,No,94992.54
Birthday,Kolkata,4257,2024-12-17,Yes,Yes,304731.31
Meetup,Mumbai,2301,2025-09-05,Yes,No,203595.88
Corporate,Cuttack,4626,2025-07-14,Yes,Yes,301057.2
Corporate,Bangalore,3779,2025-01-16,No,Yes,318005.01
Birthday,Ahmedabad,4874,2024-08-26,Yes,Yes,317781.35
Meetup,Mumbai,3882,2024-07-12,No,No,307792.82
Meetup,Hyderabad,3950,2025-10-27,No,Yes,285064.19
Meetup,Chennai,4759,2025-08-19,Yes,Yes,330374.61
Birthday,Pune,889,2025-07-14,No,No,77029.37
Corporate,Kolkata,1153,2025-12-07,Yes,No,125616.31
Birthday,Mumbai,154,2024-08-21,No,Yes,45030.3
Birthday,Chennai,246,2025-11-01,Yes,No,52020.66
Birthday,Bhubaneswar,1881,2024-10-13,Yes,Yes,151522.73
Marriage,Cuttack,4023,2024-02-21,No,No,254041.19
Birthday,Cuttack,788,2025-05-23,No,Yes,72958.84
Marriage,Bhubaneswar,1100,2024-05-20,Yes,Yes,139990.75
Meetup,Ahmedabad,1502,2025-06-20,Yes,Yes,127251.22
Meetup,Cuttack,2970,2025-03-20,Yes,Yes,191504.61
Birthday,Chennai,482,2024-02-27,No,No,50558.94
Meetup,Cuttack,1403,2025-03-15,No,Yes,99269.44
Marriage,Bangalore,1408,2024-06-03,Yes,Yes,177027.75
Birthday,Ahmedabad,3337,2025-08-28,Yes,No,219787.45
Meetup,Bhubaneswar,4218,2024-08-28,Yes,No,263541.88
Birthday,Delhi,4643,2025-07-28,No,Yes,359913.94
Marriage,Bhubaneswar,1246,2025-05-15,Yes,Yes,148280.98
Marriage,Mumbai,3260,2025-08-22,Yes,Yes,323792.55
Birthday,Pune,2982,2025-07-24,No,Yes,219698.87
Corporate,Bangalore,865,2024-10-16,No,Yes,113616.91
Meetup,Ahmedabad,3943,2024-06-06,No,Yes,245988.84
Corporate,Bhubaneswar,2797,2025-07-11,No,No,195076.31
Meetup,Pune,1710,2024-03-25,Yes,Yes,151033.64
Corporate,Ahmedabad,3633,2025-11-23,No,Yes,253813.47
Birthday,Chennai,424,2025-09-19,Yes,No,61690.96
Marriage,Delhi,3052,2024-08-02,No,Yes,277160.38
Corporate,Ahmedabad,4259,2024-08-04,Yes,Yes,302716.14
Marriage,Ahmedabad,3891,2024-10-05,No,No,265483.84
Meetup,Bangalore,2645,2024-10-19,No,No,202694.75
Corporate,Mumbai,2545,2024-06-29,Yes,Yes,259248.98
Corporate,Ahmedabad,3568,2025-06-06,No,Yes,250536.56
Meetup,Delhi,4865,2025-07-04,Yes,No,371666.61
Corporate,Chennai,1646,2024-07-11,No,No,139925.09
Marriage,Hyderabad,2645,2024-04-13,No,Yes,236151.68
Marriage,Pune,3562,2024-06-14,No,Yes,287491.48
Corporate,Kolkata,2383,2025-07-25,No,No,185337.33
Corporate,Mumbai,4657,2025-09-21,No,No,390892.14
Marriage,Hyderabad,3333,2025-04-16,Yes,Yes,296335.7
Meetup,Cuttack,2714,2025-06-20,No,No,153669.78
Corporate,Ahmedabad,690,2024-12-10,No,Yes,91953.41
Birthday,Bangalore,4870,2025-12-05,Yes,Yes,389110.24
Marriage,Pune,906,2024-04-16,No,Yes,121011.74
Meetup,Pune,2230,2024-11-18,Yes,Yes,183950.24
Birthday,Delhi,141,2025-08-26,No,Yes,43208.47
Birthday,Bangalore,1590,2024-12-31,Yes,Yes,161016.02
Corporate,Pune,328,2025-02-17,Yes,Yes,90268.95
Marriage,Delhi,4164,2024-01-20,No,Yes,356246.44
Birthday,Chennai,1443,2024-12-30,No,Yes,121406.2
Corporate,Bangalore,3985,2025-06-08,Yes,No,335349.84
Birthday,Delhi,4829,2024-03-03,No,No,360633.99
Marriage,Pune,3493,2024-01-30,No,Yes,282532.04
Corporate,Chennai,3933,2025-03-10,No,Yes,290279.42
Corporate,Cuttack,3175,2024-09-19,No,No,201696.88
Birthday,Hyderabad,1717,2025-11-06,No,No,133117.03
Corporate,Chennai,424,2024-07-18,Yes,No,82999.08
Meetup,Kolkata,4218,2025-07-30,Yes,No,284567.84
Corporate,Hyderabad,2762,2025-02-01,Yes,Yes,248561.21
Marriage,Delhi,841,2025-03-29,Yes,Yes,137520.1
Marriage,Pune,477,2025-03-15,No,Yes,93439.39
Marriage,Pune,3814,2025-05-13,Yes,No,304617.41
Birthday,Kolkata,2748,2024-05-31,Yes,No,201141.64
Meetup,Mumbai,2428,2025-12-08,No,Yes,210996.07
Corporate,Chennai,3666,2025-01-25,No,Yes,273259.31
Meetup,Delhi,199,2024-04-02,No,No,30674.93
Corporate,Ahmedabad,3460,2024-06-11,Yes,No,246519.14
Corporate,Pune,885,2025-07-03,Yes,No,112143.88
Marriage,Chennai,4870,2025-01-16,Yes,No,359457.27
Birthday,Chennai,3915,2024-07-26,Yes,No,271393.88
Birthday,Pune,4343,2025-07-23,Yes,Yes,319826.93
Birthday,Hyderabad,1416,2025-09-01,No,No,114704.94
Birthday,Kolkata,73,2025-01-31,Yes,Yes,53683.75
Corporate,Cuttack,793,2024-09-27,Yes,No,95667.17
Birthday,Kolkata,2286,2024-11-30,No,Yes,171545.27
Birthday,Cuttack,2702,2025-10-23,No,Yes,168727.66
Birthday,Mumbai,4628,2024-03-11,No,No,368373.97
Corporate,Ahmedabad,4637,2025-10-31,Yes,Yes,324684.46
Meetup,Ahmedabad,3444,2025-09-18,No,Yes,218481.58
Birthday,Pune,2182,2024-01-01,No,Yes,171018.47
Meetup,Ahmedabad,1219,2024-05-24,Yes,Yes,111561.75
Birthday,Ahmedabad,4715,2024-06-01,Yes,No,297200.38
Meetup,Kolkata,1731,2024-11-20,Yes,Yes,148775.03
Birthday,Bangalore,4832,2024-11-13,No,No,360054.78
Meetup,Delhi,2096,2025-03-17,Yes,Yes,191212.88
Marriage,Pune,1867,2024-08-08,No,No,168072.0
Meetup,Cuttack,2384,2024-08-05,No,No,136750.73
Corporate,Hyderabad,1448,2025-06-06,Yes,No,150323.44
Birthday,Ahmedabad,1895,2025-02-21,No,Yes,138337.25
Corporate,Hyderabad,2606,2024-09-21,Yes,No,226986.38
Corporate,Hyderabad,4568,2025-01-02,Yes,No,353020.16
Meetup,Mumbai,1390,2024-07-25,No,Yes,133166.8
Corporate,Bhubaneswar,457,2024-04-05,Yes,Yes,94388.21
Meetup,Hyderabad,2751,2025-12-28,No,No,194916.06
Marriage,Pune,4195,2025-03-30,No,No,315083.35
Birthday,Bhubaneswar,1854,2025-05-14,Yes,Yes,151223.54
Marriage,Cuttack,3452,2024-10-22,No,Yes,235963.58
Corporate,Kolkata,1406,2025-03-01,Yes,Yes,153910.3
Meetup,Mumbai,2184,2025-05-28,No,Yes,193552.66
Corporate,Pune,3608,2025-02-10,Yes,Yes,293949.7
Corporate,Pune,3885,2024-07-12,No,No,284969.97
Meetup,Chennai,1901,2024-09-22,No,Yes,143077.34
Corporate,Cuttack,1952,2024-07-15,Yes,No,154286.27
Meetup,Hyderabad,1509,2024-11-05,Yes,Yes,143072.66
Marriage,Delhi,3802,2025-06-10,No,Yes,329292.39
Birthday,Kolkata,3137,2025-10-26,No,No,209418.6
Meetup,Kolkata,2163,2025-08-02,No,Yes,159596.2
Corporate,Bangalore,357,2024-04-22,No,Yes,79111.09
Marriage,Ahmedabad,3201,2024-04-17,No,Yes,239512.91
Birthday,Mumbai,2779,2024-05-03,Yes,Yes,257695.63
Marriage,Bangalore,2402,2024-09-06,Yes,Yes,246616.64
Corporate,Cuttack,2774,2024-10-09,Yes,Yes,208406.84
Meetup,Bangalore,4803,2024-01-30,No,No,352322.1
Birthday,Bhubaneswar,1899,2024-06-18,Yes,Yes,152836.65
Corporate,Bhubaneswar,2619,2025-10-01,Yes,No,201246.91
Meetup,Delhi,2877,2024-07-03,Yes,No,234020.65
Marriage,Bhubaneswar,930,2025-06-15,No,Yes,114245.97
Meetup,Pune,1107,2024-04-03,No,Yes,98538.08
Marriage,Cuttack,1571,2025-02-07,Yes,Yes,157793.25
Meetup,Cuttack,1452,2024-12-30,No,No,89738.48
Meetup,Kolkata,479,2024-12-23,Yes,No,59791.57
Corporate,Bhubaneswar,1603,2024-01-11,Yes,Yes,157010.9
Birthday,Hyderabad,2569,2025-12-23,Yes,Yes,215582.24
Birthday,Hyderabad,178,2025-05-23,Yes,Yes,60266.63
Meetup,Bangalore,1581,2025-08-19,Yes,Yes,154403.24
Marriage,Ahmedabad,2471,2025-09-17,No,Yes,200879.09
Marriage,Cuttack,597,2024-03-30,No,Yes,94102.97
Meetup,Bangalore,1714,2024-02-09,No,No,137801.64
Birthday,Chennai,4464,2025-06-04,No,No,289123.77
Birthday,Hyderabad,177,2025-09-14,Yes,Yes,59793.81
Meetup,Bhubaneswar,119,2024-06-24,Yes,No,38525.92
Meetup,Kolkata,461,2025-03-11,Yes,Yes,72186.12
Birthday,Pune,4291,2024-05-04,Yes,Yes,317402.59
Meetup,Chennai,828,2025-08-15,Yes,Yes,93641.38
Marriage,Chennai,4228,2025-04-29,Yes,No,321012.15
Marriage,Hyderabad,585,2025-02-12,Yes,Yes,117094.5
Marriage,Bangalore,2782,2024-08-30,Yes,No,262021.72
Corporate,Cuttack,1495,2025-09-18,No,Yes,128071.35
Birthday,Bangalore,4352,2025-07-11,Yes,Yes,354489.15
Birthday,Cuttack,2094,2024-09-02,Yes,Yes,152952.05
Marriage,Cuttack,3143,2024-01-27,Yes,Yes,237132.12
Meetup,Mumbai,4316,2024-07-29,Yes,Yes,367485.1
Meetup,Delhi,4509,2025-04-16,Yes,No,347087.35
Birthday,Cuttack,2162,2024-08-17,Yes,No,144485.03
Meetup,Hyderabad,4459,2025-08-19,Yes,No,321983.64
Marriage,Pune,4748,2025-03-14,Yes,Yes,375874.34
Marriage,Ahmedabad,2308,2024-07-16,No,No,178773.64
Meetup,Pune,851,2024-11-24,Yes,No,85088.9
Birthday,Mumbai,4059,2025-04-18,No,No,326259.42
Corporate,Hyderabad,3752,2025-09-07,Yes,Yes,312389.16
Meetup,Delhi,1114,2025-02-21,Yes,No,109478.02
Meetup,Delhi,2077,2024-03-16,Yes,Yes,189620.78
Birthday,Cuttack,755,2024-02-03,No,Yes,72080.86
Birthday,Cuttack,1974,2025-01-05,Yes,Yes,147137.39
Marriage,Chennai,4014,2024-10-17,No,Yes,304518.06
Marriage,Bangalore,2778,2024-11-27,No,Yes,258605.43
Marriage,Kolkata,4191,2025-08-14,No,Yes,315837.18
Marriage,Bhubaneswar,3606,2025-09-03,No,No,249428.5
Meetup,Pune,4481,2025-11-01,No,Yes,309262.49
Corporate,Chennai,3867,2024-07-24,Yes,No,288682.79
Birthday,Mumbai,2206,2025-09-23,Yes,Yes,213682.46
Marriage,Chennai,3676,2025-05-03,Yes,No,287389.23
Marriage,Hyderabad,734,2025-10-07,Yes,No,114343.49
Corporate,Kolkata,1251,2024-03-07,No,No,117913.96
Birthday,Hyderabad,2188,2025-02-22,Yes,Yes,191286.3
Birthday,Chennai,1666,2025-02-12,No,No,122073.22
Corporate,Hyderabad,2794,2025-10-05,Yes,No,239389.17
Corporate,Bangalore,949,2024-05-21,Yes,No,122606.24
Meetup,Kolkata,4534,2024-05-31,Yes,No,303487.53
Corporate,Delhi,2322,2025-12-01,Yes,No,220125.34
Meetup,Bangalore,4424,2025-02-18,Yes,Yes,353319.34
Meetup,Bhubaneswar,3386,2025-11-29,No,Yes,215076.53
Corporate,Cuttack,3408,2024-10-31,Yes,No,226460.36
Meetup,Delhi,1244,2025-03-29,No,No,104640.82
Meetup,Chennai,3558,2025-11-14,No,Yes,243287.41
Meetup,Kolkata,2705,2025-06-17,No,No,178730.34
Birthday,Bhubaneswar,2912,2024-06-18,Yes,No,197367.22
Meetup,Mumbai,1594,2025-03-29,No,Yes,149336.61
Corporate,Bhubaneswar,490,2025-12-24,No,No,69895.78
Meetup,Bhubaneswar,2792,2024-07-29,No,Yes,183039.32
Corporate,Pune,3623,2025-06-21,No,No,267914.97
Corporate,Ahmedabad,1284,2024-05-22,Yes,Yes,139451.16
Corporate,Delhi,4201,2025-10-02,No,Yes,348782.55
Corporate,Cuttack,4008,2024-05-07,No,Yes,254401.14
Birthday,Pune,2812,2025-02-14,Yes,Yes,224718.08
Meetup,Chennai,4027,2024-01-24,Yes,No,273259.14
Marriage,Hyderabad,2817,2025-06-01,Yes,No,249449.13
Birthday,Delhi,2053,2025-06-01,Yes,No,181139.7
Birthday,Bangalore,831,2025-02-16,Yes,Yes,107375.1
Meetup,Ahmedabad,4881,2025-09-18,Yes,Yes,311899.33
Corporate,Ahmedabad,4571,2025-11-22,No,No,292525.52
Corporate,Kolkata,2106,2024-05-25,No,No,168228.33
Corporate,Kolkata,3965,2025-05-11,Yes,No,294844.1
Marriage,Hyderabad,1315,2025-10-30,No,Yes,150200.54
Meetup,Chennai,3996,2024-11-07,Yes,No,270879.26
Birthday,Ahmedabad,575,2025-08-22,No,No,53216.36
Corporate,Chennai,3796,2025-01-07,Yes,No,283953.44
Corporate,Kolkata,2244,2025-12-24,Yes,Yes,204079.0
Corporate,Kolkata,3241,2024-11-23,No,No,237279.96
Meetup,Mumbai,63,2024-10-02,No,Yes,34071.45
Meetup,Mumbai,699,2024-01-02,Yes,No,84730.02
Birthday,Pune,339,2025-07-19,Yes,Yes,70798.57
Birthday,Delhi,3021,2025-02-23,Yes,No,247995.65
Marriage,Bangalore,233,2025-07-24,Yes,Yes,94997.68
Corporate,Hyderabad,2023,2024-03-14,Yes,Yes,199890.51
Meetup,Chennai,2950,2024-10-17,Yes,No,208110.37
Meetup,Chennai,1580,2025-11-20,Yes,No,126323.64
Marriage,Mumbai,858,2024-10-06,No,No,115505.46
Birthday,Chennai,1831,2024-05-23,No,Yes,144531.42
Meetup,Bangalore,4285,2024-06-13,No,No,316296.23
Meetup,Pune,890,2024-04-30,No,No,72542.04
Birthday,Ahmedabad,3719,2025-09-13,No,No,226544.67
Corporate,Hyderabad,1285,2025-07-04,No,No,125963.56
Corporate,Delhi,4697,2025-11-13,Yes,Yes,397158.78
Corporate,Pune,1105,2025-11-05,No,No,111087.01
Corporate,Chennai,3745,2024-09-18,Yes,No,281735.44
Birthday,Chennai,1035,2024-02-18,No,No,84891.1
Meetup,Cuttack,3045,2025-06-04,Yes,No,184388.96
Birthday,Kolkata,3551,2025-05-07,No,No,235322.94
Meetup,Bangalore,2605,2025-08-22,Yes,Yes,226320.41
Corporate,Bhubaneswar,2293,2025-12-26,Yes,Yes,195460.96
Meetup,Bhubaneswar,2226,2025-03-04,Yes,Yes,166343.6
Birthday,Mumbai,720,2025-02-01,No,No,75548.66
Marriage,Pune,4910,2025-03-24,No,No,358621.62
Marriage,Mumbai,503,2025-10-08,No,No,89314.82
Meetup,Cuttack,3280,2025-01-13,Yes,No,195559.05
Birthday,Bhubaneswar,1957,2024-12-24,No,Yes,142498.22
Corporate,Pune,368,2024-12-20,Yes,Yes,92068.41
Birthday,Ahmedabad,3698,2024-10-10,No,Yes,236476.85
Marriage,Chennai,941,2025-12-17,Yes,Yes,136016.99
Birthday,Cuttack,1649,2024-12-26,No,No,104845.46
Meetup,Mumbai,2958,2024-09-13,No,Yes,249879.26
Corporate,Kolkata,831,2025-11-05,Yes,No,107342.1
Birthday,Cuttack,550,2025-08-25,Yes,No,64365.92
Birthday,Kolkata,3287,2024-11-23,No,Yes,232082.71
Marriage,Chennai,1535,2024-07-12,No,No,144742.76
Meetup,Hyderabad,779,2024-09-16,Yes,Yes,94417.98
Meetup,Bangalore,1798,2025-04-22,No,No,142720.45
Corporate,Bangalore,1879,2025-06-02,No,No,173160.97
Corporate,Cuttack,3792,2024-05-18,No,Yes,243509.96
Marriage,Kolkata,2815,2025-12-26,Yes,Yes,248386.07
Meetup,Cuttack,4598,2025-08-11,Yes,Yes,273060.39
Marriage,Kolkata,2401,2024-01-25,Yes,No,210241.74
Birthday,Delhi,2737,2025-08-26,Yes,Yes,240862.6
Birthday,Chennai,4894,2025-08-22,No,Yes,327509.73
Birthday,Pune,2850,2024-10-25,Yes,No,214974.6
Marriage,Chennai,2364,2025-12-24,No,No,194443.91
Marriage,Cuttack,2029,2024-09-29,No,Yes,165705.6
Birthday,Delhi,4590,2025-12-28,No,No,342396.75
Marriage,Bhubaneswar,1420,2025-12-02,No,Yes,141315.33
Marriage,Bhubaneswar,2642,2025-02-22,Yes,Yes,224983.1
Birthday,Chennai,3979,2024-12-28,Yes,No,275495.54
Meetup,Cuttack,3478,2024-10-17,Yes,Yes,217013.23
Birthday,Ahmedabad,1265,2025-04-17,Yes,Yes,117851.82
Marriage,Pune,2111,2024-04-13,No,No,183858.13
Corporate,Chennai,320,2024-02-20,Yes,Yes,89095.37
Meetup,Bangalore,4667,2024-10-19,No,Yes,355817.39
Corporate,Bhubaneswar,861,2024-04-14,No,No,90164.44
Marriage,Delhi,2274,2025-03-25,No,No,211232.78
Birthday,Cuttack,4558,2024-03-06,Yes,No,264044.66
Marriage,Hyderabad,1358,2025-12-16,No,Yes,152015.82
Birthday,Pune,4015,2025-06-24,Yes,Yes,300457.0
Birthday,Mumbai,2354,2024-07-31,Yes,Yes,225849.51
Meetup,Ahmedabad,2782,2025-10-21,No,No,169161.85
Meetup,Bhubaneswar,688,2025-06-27,No,Yes,66127.17
Meetup,Cuttack,2001,2024-07-18,Yes,No,132186.53
Meetup,Pune,2664,2024-01-04,No,Yes,195883.43
Birthday,Kolkata,682,2024-01-10,No,Yes,75296.74
Birthday,Cuttack,3206,2025-01-13,No,No,182295.87
Meetup,Delhi,3968,2025-12-19,Yes,No,309064.17
Corporate,Hyderabad,776,2024-12-01,No,Yes,104912.33
Marriage,Pune,901,2025-10-20,No,Yes,119693.62
Marriage,Ahmedabad,2478,2025-05-02,No,Yes,199508.52
Marriage,Ahmedabad,2976,2025-01-10,Yes,Yes,242939.0
Meetup,Kolkata,826,2025-12-18,No,Yes,78501.73
Corporate,Cuttack,3543,2024-11-02,Yes,No,234975.66
Birthday,Hyderabad,2552,2024-05-26,No,No,188331.6
Meetup,Ahmedabad,3818,2025-10-24,Yes,No,241348.83
Meetup,Bangalore,3483,2024-07-05,Yes,Yes,286837.24
Marriage,Mumbai,4190,2025-10-30,Yes,No,381786.39
Meetup,Delhi,276,2024-07-14,No,No,36366.55
Corporate,Ahmedabad,2494,2024-03-28,No,Yes,190817.36
Marriage,Ahmedabad,1386,2025-07-25,Yes,Yes,155037.42
Marriage,Ahmedabad,2938,2025-09-16,Yes,Yes,240703.98
Meetup,Pune,998,2024-03-22,Yes,Yes,107228.82
Corporate,Bhubaneswar,2430,2024-08-10,No,No,175460.4
Corporate,Ahmedabad,820,2025-09-02,Yes,No,102292.1
Marriage,Hyderabad,1367,2025-04-01,Yes,No,155803.85
Birthday,Cuttack,1884,2025-10-12,No,No,115246.37
Corporate,Bangalore,2039,2024-01-05,Yes,No,200268.42
Birthday,Bangalore,3664,2025-07-20,No,Yes,289639.12
Meetup,Delhi,3238,2025-10-24,Yes,Yes,270684.45
Meetup,Ahmedabad,2032,2024-05-26,No,Yes,140573.31
Marriage,Pune,2508,2024-12-31,No,Yes,221749.26
Marriage,Delhi,1060,2025-01-15,No,No,125439.11
Corporate,Bhubaneswar,1561,2024-01-31,Yes,Yes,154578.16
Marriage,Hyderabad,494,2024-09-14,Yes,No,98813.69
Birthday,Mumbai,861,2024-03-25,No,No,85713.55
Marriage,Pune,2744,2025-10-17,Yes,No,237993.49
Meetup,Hyderabad,1975,2024-07-23,Yes,Yes,171655.87
Fashion Show,Mumbai,500,2025-03-15,Yes,Yes,185000.50
Fashion Show,Delhi,400,2025-04-20,Yes,No,162000.75
Fashion Show,Bangalore,350,2025-06-10,No,Yes,145000.30
Fashion Show,Hyderabad,300,2025-07-05,Yes,Yes,138500.20
Fashion Show,Chennai,250,2024-11-18,No,No,112000.45
Fashion Show,Kolkata,280,2025-01-22,Yes,No,125600.80
Fashion Show,Pune,320,2024-09-30,No,Yes,132000.60
Fashion Show,Mumbai,450,2025-05-12,Yes,Yes,178000.90
Fashion Show,Delhi,380,2024-12-08,Yes,No,155000.35
Fashion Show,Bangalore,200,2025-08-25,No,No,98000.15
Fashion Show,Hyderabad,600,2025-02-14,Yes,Yes,210000.00
Fashion Show,Chennai,420,2024-10-22,Yes,No,168000.40
Fashion Show,Pune,350,2025-09-18,No,Yes,142000.55
Fashion Show,Mumbai,480,2024-08-05,Yes,Yes,192000.70
Fashion Show,Delhi,300,2025-11-30,No,No,128000.25
Fashion Show,Kolkata,260,2024-07-14,Yes,Yes,118500.90
Fashion Show,Bangalore,400,2025-03-28,Yes,No,160000.00
Fashion Show,Ahmedabad,350,2024-06-19,No,Yes,140000.85
Fashion Show,Bhubaneswar,220,2025-04-07,Yes,No,105000.50
Fashion Show,Mumbai,550,2024-12-25,Yes,Yes,198000.40
Sports,Mumbai,5000,2025-01-10,Yes,Yes,320000.50
Sports,Bangalore,3000,2025-03-22,No,Yes,245000.30
Sports,Delhi,8000,2024-11-05,Yes,No,480000.75
Sports,Hyderabad,4000,2025-06-15,Yes,Yes,310000.20
Sports,Pune,500,2024-09-20,No,No,145000.45
Sports,Kolkata,6000,2025-02-28,Yes,Yes,385000.80
Sports,Chennai,2000,2024-12-12,No,Yes,195000.60
Sports,Bhubaneswar,1500,2025-07-08,Yes,No,165000.90
Sports,Ahmedabad,10000,2024-10-30,Yes,Yes,550000.35
Sports,Mumbai,800,2025-04-18,No,No,128000.15
Sports,Delhi,3500,2025-08-14,Yes,Yes,275000.00
Sports,Bangalore,2500,2024-07-25,No,Yes,215000.40
Sports,Kolkata,4500,2025-11-20,Yes,No,340000.55
Sports,Hyderabad,1800,2024-06-30,No,No,175000.70
Sports,Pune,7000,2025-01-25,Yes,Yes,420000.25
Sports,Chennai,3200,2024-12-05,Yes,No,258000.90
Sports,Mumbai,2200,2025-05-10,No,Yes,200000.00
Sports,Ahmedabad,5500,2024-08-18,Yes,Yes,365000.85
Sports,Bhubaneswar,900,2025-09-14,No,No,135000.50
Sports,Delhi,6500,2024-11-28,Yes,Yes,410000.40
Festival,Mumbai,5000,2025-12-31,Yes,Yes,350000.50
Festival,Delhi,2000,2025-10-20,No,Yes,195000.30
Festival,Bangalore,1500,2024-11-14,Yes,No,165000.75
Festival,Hyderabad,3000,2025-03-08,Yes,Yes,255000.20
Festival,Pune,1800,2024-09-25,No,No,148000.45
Festival,Kolkata,4000,2025-10-12,Yes,Yes,310000.80
Festival,Chennai,2500,2024-12-28,No,Yes,210000.60
Festival,Bhubaneswar,1200,2025-01-15,Yes,No,135000.90
Festival,Ahmedabad,3500,2024-10-05,Yes,Yes,275000.35
Festival,Mumbai,10000,2025-12-25,No,No,520000.15
Festival,Delhi,4500,2025-11-08,Yes,Yes,340000.00
Festival,Bangalore,2200,2024-06-22,No,Yes,195000.40
Festival,Kolkata,3800,2025-10-28,Yes,No,290000.55
Festival,Hyderabad,1600,2024-07-15,No,No,152000.70
Festival,Pune,6000,2025-01-01,Yes,Yes,380000.25
Festival,Chennai,2800,2024-12-15,Yes,No,235000.90
Festival,Mumbai,7500,2025-03-20,No,Yes,425000.00
Festival,Ahmedabad,2000,2024-08-10,Yes,Yes,180000.85
Festival,Bhubaneswar,1400,2025-09-05,No,No,140000.50
Festival,Delhi,5500,2024-11-22,Yes,Yes,360000.40
Charity,Mumbai,300,2025-02-14,Yes,Yes,125000.50
Charity,Delhi,500,2025-04-22,No,Yes,98000.30
Charity,Bangalore,400,2024-11-10,Yes,No,105000.75
Charity,Hyderabad,250,2025-06-18,No,No,85000.20
Charity,Pune,1000,2024-09-28,Yes,Yes,145000.45
Charity,Kolkata,600,2025-03-05,No,Yes,110000.80
Charity,Chennai,800,2024-12-20,Yes,No,128000.60
Charity,Bhubaneswar,350,2025-01-30,No,No,92000.90
Charity,Ahmedabad,450,2024-10-15,Yes,Yes,108000.35
Charity,Mumbai,700,2025-05-08,No,Yes,118000.15
Charity,Delhi,550,2025-08-12,Yes,Yes,112000.00
Charity,Bangalore,380,2024-07-20,No,No,95000.40
Charity,Kolkata,900,2025-11-25,Yes,Yes,138000.55
Charity,Hyderabad,200,2024-06-28,No,Yes,78000.70
Charity,Pune,650,2025-02-10,Yes,No,115000.25
Charity,Chennai,420,2024-12-08,Yes,Yes,102000.90
Charity,Mumbai,500,2025-04-05,No,No,96000.00
Charity,Ahmedabad,300,2024-08-22,Yes,Yes,88000.85
Charity,Bhubaneswar,280,2025-09-18,No,No,82000.50
Charity,Delhi,750,2024-11-30,Yes,Yes,125000.40
